p1	p2	agree	ministry	c
4	7	15	Folketinget	16
5	7	13	Folketinget	16
6	7	15	Folketinget	16
7	7	16	Folketinget	16
14	7	16	Folketinget	16
1	14	15	Folketinget	16
2	14	15	Folketinget	16
3	14	15	Folketinget	16
4	14	15	Folketinget	16
5	14	13	Folketinget	16
6	14	15	Folketinget	16
7	14	16	Folketinget	16
14	14	16	Folketinget	16
1	1	15	Forsvarsministeriet	15
2	1	13	Forsvarsministeriet	15
3	1	15	Forsvarsministeriet	15
4	1	15	Forsvarsministeriet	15
5	1	13	Forsvarsministeriet	15
6	1	5	Forsvarsministeriet	15
7	1	13	Forsvarsministeriet	15
14	1	6	Forsvarsministeriet	15
1	2	13	Forsvarsministeriet	15
2	2	15	Forsvarsministeriet	15
3	2	13	Forsvarsministeriet	15
4	2	13	Forsvarsministeriet	15
5	2	15	Forsvarsministeriet	15
6	2	3	Forsvarsministeriet	15
7	2	15	Forsvarsministeriet	15
14	2	7	Forsvarsministeriet	15
1	3	15	Forsvarsministeriet	15
2	3	13	Forsvarsministeriet	15
3	3	15	Forsvarsministeriet	15
4	3	15	Forsvarsministeriet	15
5	3	13	Forsvarsministeriet	15
6	3	5	Forsvarsministeriet	15
7	3	13	Forsvarsministeriet	15
14	3	6	Forsvarsministeriet	15
1	4	15	Forsvarsministeriet	15
2	4	13	Forsvarsministeriet	15
3	4	15	Forsvarsministeriet	15
4	4	15	Forsvarsministeriet	15
5	4	13	Forsvarsministeriet	15
6	4	5	Forsvarsministeriet	15
7	4	13	Forsvarsministeriet	15
14	4	6	Forsvarsministeriet	15
1	5	13	Forsvarsministeriet	15
2	5	15	Forsvarsministeriet	15
3	5	13	Forsvarsministeriet	15
4	5	13	Forsvarsministeriet	15
5	5	15	Forsvarsministeriet	15
6	5	3	Forsvarsministeriet	15
7	5	15	Forsvarsministeriet	15
14	5	7	Forsvarsministeriet	15
1	6	5	Forsvarsministeriet	15
2	6	3	Forsvarsministeriet	15
3	6	5	Forsvarsministeriet	15
4	6	5	Forsvarsministeriet	15
5	6	3	Forsvarsministeriet	15
6	6	15	Forsvarsministeriet	15
7	6	3	Forsvarsministeriet	15
14	6	8	Forsvarsministeriet	15
1	7	13	Forsvarsministeriet	15
2	7	15	Forsvarsministeriet	15
3	7	13	Forsvarsministeriet	15
4	7	13	Forsvarsministeriet	15
5	7	15	Forsvarsministeriet	15
6	7	3	Forsvarsministeriet	15
7	7	15	Forsvarsministeriet	15
14	7	7	Forsvarsministeriet	15
1	14	6	Forsvarsministeriet	15
2	14	7	Forsvarsministeriet	15
3	14	6	Forsvarsministeriet	15
4	14	6	Forsvarsministeriet	15
5	14	7	Forsvarsministeriet	15
6	14	8	Forsvarsministeriet	15
7	14	7	Forsvarsministeriet	15
14	14	15	Forsvarsministeriet	15
1	1	2	Forsvarsministeriet, Justitsministeriet	2
2	1	1	Forsvarsministeriet, Justitsministeriet	2
3	1	2	Forsvarsministeriet, Justitsministeriet	2
4	1	2	Forsvarsministeriet, Justitsministeriet	2
5	1	1	Forsvarsministeriet, Justitsministeriet	2
6	1	1	Forsvarsministeriet, Justitsministeriet	2
7	1	1	Forsvarsministeriet, Justitsministeriet	2
14	1	1	Forsvarsministeriet, Justitsministeriet	2
1	2	1	Forsvarsministeriet, Justitsministeriet	2
2	2	2	Forsvarsministeriet, Justitsministeriet	2
3	2	1	Forsvarsministeriet, Justitsministeriet	2
4	2	1	Forsvarsministeriet, Justitsministeriet	2
5	2	2	Forsvarsministeriet, Justitsministeriet	2
6	2	0	Forsvarsministeriet, Justitsministeriet	2
7	2	2	Forsvarsministeriet, Justitsministeriet	2
14	2	2	Forsvarsministeriet, Justitsministeriet	2
1	3	2	Forsvarsministeriet, Justitsministeriet	2
2	3	1	Forsvarsministeriet, Justitsministeriet	2
3	3	2	Forsvarsministeriet, Justitsministeriet	2
4	3	2	Forsvarsministeriet, Justitsministeriet	2
5	3	1	Forsvarsministeriet, Justitsministeriet	2
6	3	1	Forsvarsministeriet, Justitsministeriet	2
7	3	1	Forsvarsministeriet, Justitsministeriet	2
14	3	1	Forsvarsministeriet, Justitsministeriet	2
1	4	2	Forsvarsministeriet, Justitsministeriet	2
2	4	1	Forsvarsministeriet, Justitsministeriet	2
3	4	2	Forsvarsministeriet, Justitsministeriet	2
4	4	2	Forsvarsministeriet, Justitsministeriet	2
5	4	1	Forsvarsministeriet, Justitsministeriet	2
6	4	1	Forsvarsministeriet, Justitsministeriet	2
7	4	1	Forsvarsministeriet, Justitsministeriet	2
14	4	1	Forsvarsministeriet, Justitsministeriet	2
1	5	1	Forsvarsministeriet, Justitsministeriet	2
2	5	2	Forsvarsministeriet, Justitsministeriet	2
3	5	1	Forsvarsministeriet, Justitsministeriet	2
4	5	1	Forsvarsministeriet, Justitsministeriet	2
5	5	2	Forsvarsministeriet, Justitsministeriet	2
6	5	0	Forsvarsministeriet, Justitsministeriet	2
7	5	2	Forsvarsministeriet, Justitsministeriet	2
14	5	2	Forsvarsministeriet, Justitsministeriet	2
1	6	1	Forsvarsministeriet, Justitsministeriet	2
2	6	0	Forsvarsministeriet, Justitsministeriet	2
3	6	1	Forsvarsministeriet, Justitsministeriet	2
4	6	1	Forsvarsministeriet, Justitsministeriet	2
5	6	0	Forsvarsministeriet, Justitsministeriet	2
6	6	2	Forsvarsministeriet, Justitsministeriet	2
7	6	0	Forsvarsministeriet, Justitsministeriet	2
14	6	0	Forsvarsministeriet, Justitsministeriet	2
1	7	1	Forsvarsministeriet, Justitsministeriet	2
2	7	2	Forsvarsministeriet, Justitsministeriet	2
3	7	1	Forsvarsministeriet, Justitsministeriet	2
4	7	1	Forsvarsministeriet, Justitsministeriet	2
5	7	2	Forsvarsministeriet, Justitsministeriet	2
6	7	0	Forsvarsministeriet, Justitsministeriet	2
7	7	2	Forsvarsministeriet, Justitsministeriet	2
14	7	2	Forsvarsministeriet, Justitsministeriet	2
1	14	1	Forsvarsministeriet, Justitsministeriet	2
2	14	2	Forsvarsministeriet, Justitsministeriet	2
3	14	1	Forsvarsministeriet, Justitsministeriet	2
4	14	1	Forsvarsministeriet, Justitsministeriet	2
5	14	2	Forsvarsministeriet, Justitsministeriet	2
6	14	0	Forsvarsministeriet, Justitsministeriet	2
7	14	2	Forsvarsministeriet, Justitsministeriet	2
14	14	2	Forsvarsministeriet, Justitsministeriet	2
1	1	1	Handels- og europaministeriet	1
2	1	1	Handels- og europaministeriet	1
3	1	1	Handels- og europaministeriet	1
4	1	1	Handels- og europaministeriet	1
5	1	1	Handels- og europaministeriet	1
6	1	1	Handels- og europaministeriet	1
7	1	1	Handels- og europaministeriet	1
14	1	1	Handels- og europaministeriet	1
1	2	1	Handels- og europaministeriet	1
2	2	1	Handels- og europaministeriet	1
3	2	1	Handels- og europaministeriet	1
4	2	1	Handels- og europaministeriet	1
5	2	1	Handels- og europaministeriet	1
6	2	1	Handels- og europaministeriet	1
7	2	1	Handels- og europaministeriet	1
14	2	1	Handels- og europaministeriet	1
1	3	1	Handels- og europaministeriet	1
2	3	1	Handels- og europaministeriet	1
3	3	1	Handels- og europaministeriet	1
4	3	1	Handels- og europaministeriet	1
5	3	1	Handels- og europaministeriet	1
6	3	1	Handels- og europaministeriet	1
7	3	1	Handels- og europaministeriet	1
14	3	1	Handels- og europaministeriet	1
1	4	1	Handels- og europaministeriet	1
2	4	1	Handels- og europaministeriet	1
3	4	1	Handels- og europaministeriet	1
4	4	1	Handels- og europaministeriet	1
5	4	1	Handels- og europaministeriet	1
6	4	1	Handels- og europaministeriet	1
7	4	1	Handels- og europaministeriet	1
14	4	1	Handels- og europaministeriet	1
1	5	1	Handels- og europaministeriet	1
2	5	1	Handels- og europaministeriet	1
3	5	1	Handels- og europaministeriet	1
4	5	1	Handels- og europaministeriet	1
5	5	1	Handels- og europaministeriet	1
6	5	1	Handels- og europaministeriet	1
7	5	1	Handels- og europaministeriet	1
14	5	1	Handels- og europaministeriet	1
1	6	1	Handels- og europaministeriet	1
2	6	1	Handels- og europaministeriet	1
3	6	1	Handels- og europaministeriet	1
4	6	1	Handels- og europaministeriet	1
5	6	1	Handels- og europaministeriet	1
6	6	1	Handels- og europaministeriet	1
7	6	1	Handels- og europaministeriet	1
14	6	1	Handels- og europaministeriet	1
1	7	1	Handels- og europaministeriet	1
2	7	1	Handels- og europaministeriet	1
3	7	1	Handels- og europaministeriet	1
4	7	1	Handels- og europaministeriet	1
5	7	1	Handels- og europaministeriet	1
6	7	1	Handels- og europaministeriet	1
7	7	1	Handels- og europaministeriet	1
14	7	1	Handels- og europaministeriet	1
1	14	1	Handels- og europaministeriet	1
2	14	1	Handels- og europaministeriet	1
3	14	1	Handels- og europaministeriet	1
4	14	1	Handels- og europaministeriet	1
5	14	1	Handels- og europaministeriet	1
6	14	1	Handels- og europaministeriet	1
7	14	1	Handels- og europaministeriet	1
14	14	1	Handels- og europaministeriet	1
1	1	1	Handels- og Investeringsministeriet	1
2	1	1	Handels- og Investeringsministeriet	1
3	1	1	Handels- og Investeringsministeriet	1
4	1	1	Handels- og Investeringsministeriet	1
5	1	1	Handels- og Investeringsministeriet	1
6	1	0	Handels- og Investeringsministeriet	1
7	1	1	Handels- og Investeringsministeriet	1
14	1	0	Handels- og Investeringsministeriet	1
1	2	1	Handels- og Investeringsministeriet	1
2	2	1	Handels- og Investeringsministeriet	1
3	2	1	Handels- og Investeringsministeriet	1
4	2	1	Handels- og Investeringsministeriet	1
5	2	1	Handels- og Investeringsministeriet	1
6	2	0	Handels- og Investeringsministeriet	1
7	2	1	Handels- og Investeringsministeriet	1
14	2	0	Handels- og Investeringsministeriet	1
1	3	1	Handels- og Investeringsministeriet	1
2	3	1	Handels- og Investeringsministeriet	1
3	3	1	Handels- og Investeringsministeriet	1
4	3	1	Handels- og Investeringsministeriet	1
5	3	1	Handels- og Investeringsministeriet	1
6	3	0	Handels- og Investeringsministeriet	1
7	3	1	Handels- og Investeringsministeriet	1
14	3	0	Handels- og Investeringsministeriet	1
1	4	1	Handels- og Investeringsministeriet	1
2	4	1	Handels- og Investeringsministeriet	1
3	4	1	Handels- og Investeringsministeriet	1
4	4	1	Handels- og Investeringsministeriet	1
5	4	1	Handels- og Investeringsministeriet	1
6	4	0	Handels- og Investeringsministeriet	1
7	4	1	Handels- og Investeringsministeriet	1
14	4	0	Handels- og Investeringsministeriet	1
1	5	1	Handels- og Investeringsministeriet	1
2	5	1	Handels- og Investeringsministeriet	1
3	5	1	Handels- og Investeringsministeriet	1
4	5	1	Handels- og Investeringsministeriet	1
5	5	1	Handels- og Investeringsministeriet	1
6	5	0	Handels- og Investeringsministeriet	1
7	5	1	Handels- og Investeringsministeriet	1
14	5	0	Handels- og Investeringsministeriet	1
1	6	0	Handels- og Investeringsministeriet	1
2	6	0	Handels- og Investeringsministeriet	1
3	6	0	Handels- og Investeringsministeriet	1
4	6	0	Handels- og Investeringsministeriet	1
5	6	0	Handels- og Investeringsministeriet	1
6	6	1	Handels- og Investeringsministeriet	1
7	6	0	Handels- og Investeringsministeriet	1
14	6	1	Handels- og Investeringsministeriet	1
1	7	1	Handels- og Investeringsministeriet	1
2	7	1	Handels- og Investeringsministeriet	1
3	7	1	Handels- og Investeringsministeriet	1
4	7	1	Handels- og Investeringsministeriet	1
5	7	1	Handels- og Investeringsministeriet	1
6	7	0	Handels- og Investeringsministeriet	1
7	7	1	Handels- og Investeringsministeriet	1
14	7	0	Handels- og Investeringsministeriet	1
1	14	0	Handels- og Investeringsministeriet	1
2	14	0	Handels- og Investeringsministeriet	1
3	14	0	Handels- og Investeringsministeriet	1
4	14	0	Handels- og Investeringsministeriet	1
5	14	0	Handels- og Investeringsministeriet	1
6	14	1	Handels- og Investeringsministeriet	1
7	14	0	Handels- og Investeringsministeriet	1
14	14	1	Handels- og Investeringsministeriet	1
1	1	2	Handels- og Udviklingsministeriet	2
2	1	1	Handels- og Udviklingsministeriet	2
3	1	1	Handels- og Udviklingsministeriet	2
4	1	2	Handels- og Udviklingsministeriet	2
5	1	2	Handels- og Udviklingsministeriet	2
6	1	0	Handels- og Udviklingsministeriet	2
7	1	2	Handels- og Udviklingsministeriet	2
14	1	2	Handels- og Udviklingsministeriet	2
1	2	1	Handels- og Udviklingsministeriet	2
2	2	2	Handels- og Udviklingsministeriet	2
3	2	2	Handels- og Udviklingsministeriet	2
4	2	1	Handels- og Udviklingsministeriet	2
5	2	1	Handels- og Udviklingsministeriet	2
6	2	1	Handels- og Udviklingsministeriet	2
7	2	1	Handels- og Udviklingsministeriet	2
14	2	1	Handels- og Udviklingsministeriet	2
1	3	1	Handels- og Udviklingsministeriet	2
2	3	2	Handels- og Udviklingsministeriet	2
3	3	2	Handels- og Udviklingsministeriet	2
4	3	1	Handels- og Udviklingsministeriet	2
5	3	1	Handels- og Udviklingsministeriet	2
6	3	1	Handels- og Udviklingsministeriet	2
7	3	1	Handels- og Udviklingsministeriet	2
14	3	1	Handels- og Udviklingsministeriet	2
1	4	2	Handels- og Udviklingsministeriet	2
2	4	1	Handels- og Udviklingsministeriet	2
3	4	1	Handels- og Udviklingsministeriet	2
4	4	2	Handels- og Udviklingsministeriet	2
5	4	2	Handels- og Udviklingsministeriet	2
6	4	0	Handels- og Udviklingsministeriet	2
7	4	2	Handels- og Udviklingsministeriet	2
14	4	2	Handels- og Udviklingsministeriet	2
1	5	2	Handels- og Udviklingsministeriet	2
2	5	1	Handels- og Udviklingsministeriet	2
3	5	1	Handels- og Udviklingsministeriet	2
4	5	2	Handels- og Udviklingsministeriet	2
5	5	2	Handels- og Udviklingsministeriet	2
6	5	0	Handels- og Udviklingsministeriet	2
7	5	2	Handels- og Udviklingsministeriet	2
14	5	2	Handels- og Udviklingsministeriet	2
1	6	0	Handels- og Udviklingsministeriet	2
2	6	1	Handels- og Udviklingsministeriet	2
3	6	1	Handels- og Udviklingsministeriet	2
4	6	0	Handels- og Udviklingsministeriet	2
5	6	0	Handels- og Udviklingsministeriet	2
6	6	2	Handels- og Udviklingsministeriet	2
7	6	0	Handels- og Udviklingsministeriet	2
14	6	0	Handels- og Udviklingsministeriet	2
1	7	2	Handels- og Udviklingsministeriet	2
2	7	1	Handels- og Udviklingsministeriet	2
3	7	1	Handels- og Udviklingsministeriet	2
4	7	2	Handels- og Udviklingsministeriet	2
5	7	2	Handels- og Udviklingsministeriet	2
6	7	0	Handels- og Udviklingsministeriet	2
7	7	2	Handels- og Udviklingsministeriet	2
14	7	2	Handels- og Udviklingsministeriet	2
1	14	2	Handels- og Udviklingsministeriet	2
2	14	1	Handels- og Udviklingsministeriet	2
3	14	1	Handels- og Udviklingsministeriet	2
4	14	2	Handels- og Udviklingsministeriet	2
5	14	2	Handels- og Udviklingsministeriet	2
6	14	0	Handels- og Udviklingsministeriet	2
7	14	2	Handels- og Udviklingsministeriet	2
14	14	2	Handels- og Udviklingsministeriet	2
1	1	240	Justitsministeriet	240
2	1	82	Justitsministeriet	240
3	1	235	Justitsministeriet	240
4	1	240	Justitsministeriet	240
5	1	144	Justitsministeriet	240
6	1	181	Justitsministeriet	240
7	1	151	Justitsministeriet	240
14	1	119	Justitsministeriet	240
1	2	82	Justitsministeriet	240
2	2	240	Justitsministeriet	240
3	2	83	Justitsministeriet	240
4	2	82	Justitsministeriet	240
5	2	154	Justitsministeriet	240
6	2	68	Justitsministeriet	240
7	2	156	Justitsministeriet	240
14	2	144	Justitsministeriet	240
1	3	235	Justitsministeriet	240
2	3	83	Justitsministeriet	240
3	3	240	Justitsministeriet	240
4	3	235	Justitsministeriet	240
5	3	141	Justitsministeriet	240
6	3	186	Justitsministeriet	240
7	3	148	Justitsministeriet	240
14	3	122	Justitsministeriet	240
1	4	240	Justitsministeriet	240
2	4	82	Justitsministeriet	240
3	4	235	Justitsministeriet	240
4	4	240	Justitsministeriet	240
5	4	144	Justitsministeriet	240
6	4	181	Justitsministeriet	240
7	4	151	Justitsministeriet	240
14	4	119	Justitsministeriet	240
1	5	144	Justitsministeriet	240
2	5	154	Justitsministeriet	240
3	5	141	Justitsministeriet	240
4	5	144	Justitsministeriet	240
5	5	240	Justitsministeriet	240
6	5	95	Justitsministeriet	240
7	5	220	Justitsministeriet	240
14	5	166	Justitsministeriet	240
1	6	181	Justitsministeriet	240
2	6	68	Justitsministeriet	240
3	6	186	Justitsministeriet	240
4	6	181	Justitsministeriet	240
5	6	95	Justitsministeriet	240
6	6	240	Justitsministeriet	240
7	6	100	Justitsministeriet	240
14	6	125	Justitsministeriet	240
1	7	151	Justitsministeriet	240
2	7	156	Justitsministeriet	240
3	7	148	Justitsministeriet	240
4	7	151	Justitsministeriet	240
5	7	220	Justitsministeriet	240
6	7	100	Justitsministeriet	240
7	7	240	Justitsministeriet	240
14	7	157	Justitsministeriet	240
1	14	119	Justitsministeriet	240
2	14	144	Justitsministeriet	240
3	14	122	Justitsministeriet	240
4	14	119	Justitsministeriet	240
5	14	166	Justitsministeriet	240
6	14	125	Justitsministeriet	240
7	14	157	Justitsministeriet	240
14	14	240	Justitsministeriet	240
1	1	1	Justitsministeriet, Social- og Integrationsministeriet	1
2	1	0	Justitsministeriet, Social- og Integrationsministeriet	1
3	1	1	Justitsministeriet, Social- og Integrationsministeriet	1
4	1	1	Justitsministeriet, Social- og Integrationsministeriet	1
5	1	0	Justitsministeriet, Social- og Integrationsministeriet	1
6	1	1	Justitsministeriet, Social- og Integrationsministeriet	1
7	1	0	Justitsministeriet, Social- og Integrationsministeriet	1
14	1	0	Justitsministeriet, Social- og Integrationsministeriet	1
1	2	0	Justitsministeriet, Social- og Integrationsministeriet	1
2	2	1	Justitsministeriet, Social- og Integrationsministeriet	1
3	2	0	Justitsministeriet, Social- og Integrationsministeriet	1
4	2	0	Justitsministeriet, Social- og Integrationsministeriet	1
5	2	1	Justitsministeriet, Social- og Integrationsministeriet	1
6	2	0	Justitsministeriet, Social- og Integrationsministeriet	1
7	2	1	Justitsministeriet, Social- og Integrationsministeriet	1
14	2	0	Justitsministeriet, Social- og Integrationsministeriet	1
1	3	1	Justitsministeriet, Social- og Integrationsministeriet	1
2	3	0	Justitsministeriet, Social- og Integrationsministeriet	1
3	3	1	Justitsministeriet, Social- og Integrationsministeriet	1
4	3	1	Justitsministeriet, Social- og Integrationsministeriet	1
5	3	0	Justitsministeriet, Social- og Integrationsministeriet	1
6	3	1	Justitsministeriet, Social- og Integrationsministeriet	1
7	3	0	Justitsministeriet, Social- og Integrationsministeriet	1
14	3	0	Justitsministeriet, Social- og Integrationsministeriet	1
1	4	1	Justitsministeriet, Social- og Integrationsministeriet	1
2	4	0	Justitsministeriet, Social- og Integrationsministeriet	1
3	4	1	Justitsministeriet, Social- og Integrationsministeriet	1
4	4	1	Justitsministeriet, Social- og Integrationsministeriet	1
5	4	0	Justitsministeriet, Social- og Integrationsministeriet	1
6	4	1	Justitsministeriet, Social- og Integrationsministeriet	1
7	4	0	Justitsministeriet, Social- og Integrationsministeriet	1
14	4	0	Justitsministeriet, Social- og Integrationsministeriet	1
1	5	0	Justitsministeriet, Social- og Integrationsministeriet	1
2	5	1	Justitsministeriet, Social- og Integrationsministeriet	1
3	5	0	Justitsministeriet, Social- og Integrationsministeriet	1
4	5	0	Justitsministeriet, Social- og Integrationsministeriet	1
5	5	1	Justitsministeriet, Social- og Integrationsministeriet	1
6	5	0	Justitsministeriet, Social- og Integrationsministeriet	1
7	5	1	Justitsministeriet, Social- og Integrationsministeriet	1
14	5	0	Justitsministeriet, Social- og Integrationsministeriet	1
1	6	1	Justitsministeriet, Social- og Integrationsministeriet	1
2	6	0	Justitsministeriet, Social- og Integrationsministeriet	1
3	6	1	Justitsministeriet, Social- og Integrationsministeriet	1
4	6	1	Justitsministeriet, Social- og Integrationsministeriet	1
5	6	0	Justitsministeriet, Social- og Integrationsministeriet	1
6	6	1	Justitsministeriet, Social- og Integrationsministeriet	1
7	6	0	Justitsministeriet, Social- og Integrationsministeriet	1
14	6	0	Justitsministeriet, Social- og Integrationsministeriet	1
1	7	0	Justitsministeriet, Social- og Integrationsministeriet	1
2	7	1	Justitsministeriet, Social- og Integrationsministeriet	1
3	7	0	Justitsministeriet, Social- og Integrationsministeriet	1
4	7	0	Justitsministeriet, Social- og Integrationsministeriet	1
5	7	1	Justitsministeriet, Social- og Integrationsministeriet	1
6	7	0	Justitsministeriet, Social- og Integrationsministeriet	1
7	7	1	Justitsministeriet, Social- og Integrationsministeriet	1
14	7	0	Justitsministeriet, Social- og Integrationsministeriet	1
1	14	0	Justitsministeriet, Social- og Integrationsministeriet	1
2	14	0	Justitsministeriet, Social- og Integrationsministeriet	1
3	14	0	Justitsministeriet, Social- og Integrationsministeriet	1
4	14	0	Justitsministeriet, Social- og Integrationsministeriet	1
5	14	0	Justitsministeriet, Social- og Integrationsministeriet	1
6	14	0	Justitsministeriet, Social- og Integrationsministeriet	1
7	14	0	Justitsministeriet, Social- og Integrationsministeriet	1
14	14	1	Justitsministeriet, Social- og Integrationsministeriet	1
1	1	1	Justitsministeriet, Statsministeriet	1
2	1	0	Justitsministeriet, Statsministeriet	1
3	1	1	Justitsministeriet, Statsministeriet	1
4	1	1	Justitsministeriet, Statsministeriet	1
5	1	0	Justitsministeriet, Statsministeriet	1
6	1	1	Justitsministeriet, Statsministeriet	1
7	1	0	Justitsministeriet, Statsministeriet	1
14	1	0	Justitsministeriet, Statsministeriet	1
1	2	0	Justitsministeriet, Statsministeriet	1
2	2	1	Justitsministeriet, Statsministeriet	1
3	2	0	Justitsministeriet, Statsministeriet	1
4	2	0	Justitsministeriet, Statsministeriet	1
5	2	1	Justitsministeriet, Statsministeriet	1
6	2	0	Justitsministeriet, Statsministeriet	1
7	2	1	Justitsministeriet, Statsministeriet	1
14	2	1	Justitsministeriet, Statsministeriet	1
1	3	1	Justitsministeriet, Statsministeriet	1
2	3	0	Justitsministeriet, Statsministeriet	1
3	3	1	Justitsministeriet, Statsministeriet	1
4	3	1	Justitsministeriet, Statsministeriet	1
5	3	0	Justitsministeriet, Statsministeriet	1
6	3	1	Justitsministeriet, Statsministeriet	1
7	3	0	Justitsministeriet, Statsministeriet	1
14	3	0	Justitsministeriet, Statsministeriet	1
1	4	1	Justitsministeriet, Statsministeriet	1
2	4	0	Justitsministeriet, Statsministeriet	1
3	4	1	Justitsministeriet, Statsministeriet	1
4	4	1	Justitsministeriet, Statsministeriet	1
5	4	0	Justitsministeriet, Statsministeriet	1
6	4	1	Justitsministeriet, Statsministeriet	1
7	4	0	Justitsministeriet, Statsministeriet	1
14	4	0	Justitsministeriet, Statsministeriet	1
1	5	0	Justitsministeriet, Statsministeriet	1
2	5	1	Justitsministeriet, Statsministeriet	1
3	5	0	Justitsministeriet, Statsministeriet	1
4	5	0	Justitsministeriet, Statsministeriet	1
5	5	1	Justitsministeriet, Statsministeriet	1
6	5	0	Justitsministeriet, Statsministeriet	1
7	5	1	Justitsministeriet, Statsministeriet	1
14	5	1	Justitsministeriet, Statsministeriet	1
1	6	1	Justitsministeriet, Statsministeriet	1
2	6	0	Justitsministeriet, Statsministeriet	1
3	6	1	Justitsministeriet, Statsministeriet	1
4	6	1	Justitsministeriet, Statsministeriet	1
5	6	0	Justitsministeriet, Statsministeriet	1
6	6	1	Justitsministeriet, Statsministeriet	1
7	6	0	Justitsministeriet, Statsministeriet	1
14	6	0	Justitsministeriet, Statsministeriet	1
1	7	0	Justitsministeriet, Statsministeriet	1
2	7	1	Justitsministeriet, Statsministeriet	1
3	7	0	Justitsministeriet, Statsministeriet	1
4	7	0	Justitsministeriet, Statsministeriet	1
5	7	1	Justitsministeriet, Statsministeriet	1
6	7	0	Justitsministeriet, Statsministeriet	1
7	7	1	Justitsministeriet, Statsministeriet	1
14	7	1	Justitsministeriet, Statsministeriet	1
1	14	0	Justitsministeriet, Statsministeriet	1
2	14	1	Justitsministeriet, Statsministeriet	1
3	14	0	Justitsministeriet, Statsministeriet	1
4	14	0	Justitsministeriet, Statsministeriet	1
5	14	1	Justitsministeriet, Statsministeriet	1
6	14	0	Justitsministeriet, Statsministeriet	1
7	14	1	Justitsministeriet, Statsministeriet	1
14	14	1	Justitsministeriet, Statsministeriet	1
1	1	1	Kirkeministeriet	1
2	1	1	Kirkeministeriet	1
3	1	1	Kirkeministeriet	1
4	1	1	Kirkeministeriet	1
5	1	1	Kirkeministeriet	1
6	1	0	Kirkeministeriet	1
7	1	1	Kirkeministeriet	1
14	1	1	Kirkeministeriet	1
1	2	1	Kirkeministeriet	1
2	2	1	Kirkeministeriet	1
3	2	1	Kirkeministeriet	1
4	2	1	Kirkeministeriet	1
5	2	1	Kirkeministeriet	1
6	2	0	Kirkeministeriet	1
7	2	1	Kirkeministeriet	1
14	2	1	Kirkeministeriet	1
1	3	1	Kirkeministeriet	1
2	3	1	Kirkeministeriet	1
3	3	1	Kirkeministeriet	1
4	3	1	Kirkeministeriet	1
5	3	1	Kirkeministeriet	1
6	3	0	Kirkeministeriet	1
7	3	1	Kirkeministeriet	1
14	3	1	Kirkeministeriet	1
1	4	1	Kirkeministeriet	1
2	4	1	Kirkeministeriet	1
3	4	1	Kirkeministeriet	1
4	4	1	Kirkeministeriet	1
5	4	1	Kirkeministeriet	1
6	4	0	Kirkeministeriet	1
7	4	1	Kirkeministeriet	1
14	4	1	Kirkeministeriet	1
1	5	1	Kirkeministeriet	1
2	5	1	Kirkeministeriet	1
3	5	1	Kirkeministeriet	1
4	5	1	Kirkeministeriet	1
5	5	1	Kirkeministeriet	1
6	5	0	Kirkeministeriet	1
7	5	1	Kirkeministeriet	1
14	5	1	Kirkeministeriet	1
1	6	0	Kirkeministeriet	1
2	6	0	Kirkeministeriet	1
3	6	0	Kirkeministeriet	1
4	6	0	Kirkeministeriet	1
5	6	0	Kirkeministeriet	1
6	6	1	Kirkeministeriet	1
7	6	0	Kirkeministeriet	1
14	6	0	Kirkeministeriet	1
1	7	1	Kirkeministeriet	1
2	7	1	Kirkeministeriet	1
3	7	1	Kirkeministeriet	1
4	7	1	Kirkeministeriet	1
5	7	1	Kirkeministeriet	1
6	7	0	Kirkeministeriet	1
7	7	1	Kirkeministeriet	1
14	7	1	Kirkeministeriet	1
1	14	1	Kirkeministeriet	1
2	14	1	Kirkeministeriet	1
3	14	1	Kirkeministeriet	1
4	14	1	Kirkeministeriet	1
5	14	1	Kirkeministeriet	1
6	14	0	Kirkeministeriet	1
7	14	1	Kirkeministeriet	1
14	14	1	Kirkeministeriet	1
1	1	1	Klima- og Energiministeriet	1
2	1	0	Klima- og Energiministeriet	1
3	1	1	Klima- og Energiministeriet	1
4	1	1	Klima- og Energiministeriet	1
5	1	1	Klima- og Energiministeriet	1
6	1	1	Klima- og Energiministeriet	1
7	1	1	Klima- og Energiministeriet	1
14	1	0	Klima- og Energiministeriet	1
1	2	0	Klima- og Energiministeriet	1
2	2	1	Klima- og Energiministeriet	1
3	2	0	Klima- og Energiministeriet	1
4	2	0	Klima- og Energiministeriet	1
5	2	0	Klima- og Energiministeriet	1
6	2	0	Klima- og Energiministeriet	1
7	2	0	Klima- og Energiministeriet	1
14	2	1	Klima- og Energiministeriet	1
1	3	1	Klima- og Energiministeriet	1
2	3	0	Klima- og Energiministeriet	1
3	3	1	Klima- og Energiministeriet	1
4	3	1	Klima- og Energiministeriet	1
5	3	1	Klima- og Energiministeriet	1
6	3	1	Klima- og Energiministeriet	1
7	3	1	Klima- og Energiministeriet	1
14	3	0	Klima- og Energiministeriet	1
1	4	1	Klima- og Energiministeriet	1
2	4	0	Klima- og Energiministeriet	1
3	4	1	Klima- og Energiministeriet	1
4	4	1	Klima- og Energiministeriet	1
5	4	1	Klima- og Energiministeriet	1
6	4	1	Klima- og Energiministeriet	1
7	4	1	Klima- og Energiministeriet	1
14	4	0	Klima- og Energiministeriet	1
